Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
,Nigeria,9.082,8.6753,4/17/20,493,17,63113.0
,Nigeria,9.082,8.6753,4/18/20,542,19,140.0
,Nigeria,9.082,8.6753,4/19/20,627,21,755.0
,Nigeria,9.082,8.6753,4/20/20,665,22,325.0
,Nigeria,9.082,8.6753,4/21/20,665,22,3054.0
,Nigeria,9.082,8.6753,4/22/20,873,28,10.0
,Nigeria,9.082,8.6753,4/23/20,981,31,
,Nigeria,9.082,8.6753,4/24/20,1095,32,
,Nigeria,9.082,8.6753,4/25/20,1182,35,
,Nigeria,9.082,8.6753,4/26/20,1273,40,
,Nigeria,9.082,8.6753,4/27/20,1337,40,
